1.54074290464632,5.02363180578686
1.10506508708932,5.41439754585735
1.72154615866020,5.55744746956043
1.26043186895549,5.96119255456142
1.29427748243324,5.48077935934998
1.27116749598645,5.6456629470922
1.71501637110487,5.47405558335595
1.15289404802024,5.45156171685085
1.74424848728813,5.89116046461277
1.46100632613525,5.08851310098544
1.60460571246222,5.88141865096986
1.32815420092084,5.6699970299378
1.26373110967688,5.36323484522291
1.26736956322566,5.33105477830395
1.91416948474944,5.36762087023817
1.20646396372467,5.70996470656246
1.60122827859595,5.27495998819359
1.33030009246431,5.84840999101289
1.92750014085323,5.21457341103815
1.07285248115659,5.70188294537365
8.83344868524,7.19188416632824
8.880240414524,7.3738794804085 
8.913080435944,7.7628428444732
8.504197700647,7.0529728550463964
8.987008989788,7.465651550563056
8.482132561272,7.4961555551271901
8.133925085421,7.1189914320129965
8.471878963755,7.9006628287024844
8.485084003536,7.3408367624506403
8.541327916551,7.1369303876999838
8.403522996930,7.427369036711754
8.222325150854,7.0387305924668989
8.250952348113,7.2445327565074
8.724643121240,7.5581119637936466
8.712178031215,7.3971674318891
8.831110752653,7.8143356496002533
8.005651554558,7.7488833828829243
8.493979398859,7.3185078164096966
8.122640166198,7.8387387413531583
8.731317227007,7.9652980100363582
