0	0	8.14907e-11	
0.587785	0	1.4002e-10	
0.951057	0	4.85409e-10	
0.951057	0	1.30781e-09	
0.587785	0	6.16393e-09	
1.22461e-16	0	2.43595e-09	
0.587785	0	7.54086e-09	
0.951057	0	6.84497e-09	
0.951057	0	5.32788e-10	
0.587785	0	9.40615e-09	
2.44921e-16	0	3.89183e-09	
0.587785	0	3.6365e-08	
0.951057	0	4.71599e-09	
0.951057	0	5.0536e-09	
0.587785	0	4.98586e-08	
3.67382e-16	0	7.36723e-09	
0.587785	0	8.80743e-09	
0.951057	0	5.33948e-09	
0.951057	0	5.70652e-09	
0.587785	0	3.19438e-08	
4.89843e-16	0	1.67329e-08	
0.587785	0	1.7583e-08	
0.951057	0	3.08531e-08	
0.951057	0	9.22837e-09	
0.587785	0	1.08318e-08	
6.12303e-16	0	4.16906e-08	
0.587785	0	6.45293e-08	
0.951057	0	6.97783e-08	
0.951057	0	8.34887e-09	
0.587785	0	2.05537e-08	
7.34764e-16	0	7.35404e-09	
0.587785	0	3.19579e-08	
0.951057	0	3.29663e-08	
0.951057	0	4.56491e-08	
0.587785	0	3.31606e-08	
8.57224e-16	0	2.66302e-08	
0.587785	0	5.93462e-08	
0.951057	0	2.29308e-08	
0.951057	0	2.99726e-08	
0.587785	0	1.55707e-08	
9.79685e-16	0	6.85307e-08	
0.587785	0	1.42019e-07	
0.951057	0	3.40339e-08	
0.951057	0	4.10159e-08	
0.587785	0	3.75938e-08	
1.10215e-15	0	3.87646e-08	
0.587785	0	7.90312e-08	
0.951057	0	3.99791e-08	
0.951057	0	9.85959e-08	
0.587785	0	6.72762e-08	
1.22461e-15	0	1.83922e-08	
0.587785	0	3.74214e-08	
0.951057	0	9.42556e-08	
0.951057	0	5.42671e-08	
0.587785	0	8.03311e-08	
4.89978e-15	0	1.85919e-07	
0.587785	0	2.98452e-08	
0.951057	0	6.42524e-08	
0.951057	0	6.04318e-08	
0.587785	0	3.08478e-08	
1.46953e-15	0	7.79341e-08	
0.587785	0	8.16875e-08	
0.951057	0	6.04957e-07	
0.951057	0	9.6612e-09	
0.587785	0	2.3226e-08	
1.96073e-15	0	3.88975e-08	
0.587785	0	2.36803e-09	
0.951057	0	8.87724e-08	
0.951057	0	1.41545e-08	
0.587785	0	2.81154e-08	
1.71445e-15	0	2.93631e-08	
0.587785	0	1.14908e-07	
0.951057	0	7.23036e-08	
0.951057	0	6.50805e-08	
0.587785	0	2.9153e-08	
5.38962e-15	0	3.79531e-08	
0.587785	0	3.18067e-08	
0.951057	0	5.28955e-09	
0.951057	0	2.09793e-08	
0.587785	0	2.8738e-08	
1.95937e-15	0	2.064e-07	
0.587785	0	4.7401e-08	
0.951057	0	7.86421e-08	
0.951057	0	1.98842e-07	
0.587785	0	6.0277e-08	
1.47088e-15	0	6.97591e-08	
0.587785	0	1.38374e-07	
0.951057	0	5.45857e-08	
0.951057	0	2.28991e-07	
0.587785	0	3.72839e-07	
2.20429e-15	0	9.20169e-08	
0.587785	0	2.60183e-07	
0.951057	0	5.90902e-08	
0.951057	0	1.81851e-07	
0.587785	0	2.98805e-07	
5.87947e-15	0	6.73274e-08	
0.587785	0	4.30719e-07	
0.951057	0	5.69217e-07	
0.951057	0	2.19635e-07	
0.587785	0	1.68157e-06	
2.44921e-15	0	0.499999	
0.587785	0	4.03924e-07	
0.951057	0	1.0817e-06	
0.951057	0	9.64896e-07	
0.587785	0	2.37424e-07	
9.8104e-16	0	4.85353e-07	
0.587785	0	6.09689e-08	
0.951057	0	2.84439e-07	
0.951057	0	4.33565e-07	
0.587785	0	3.7056e-08	
9.79956e-15	0	1.60624e-07	
0.587785	0	1.96565e-07	
0.951057	0	9.69892e-08	
0.951057	0	6.54379e-08	
0.587785	0	7.35808e-08	
6.36931e-15	0	4.67716e-08	
0.587785	0	2.34145e-07	
0.951057	0	8.74941e-08	
0.951057	0	1.52731e-07	
0.587785	0	8.78968e-08	
2.93906e-15	0	7.06117e-07	
0.587785	0	1.3756e-07	
0.951057	0	9.54959e-08	
0.951057	0	8.28662e-08	
0.587785	0	2.53968e-07	
4.91198e-16	0	1.21295e-07	
0.587785	0	1.28623e-07	
0.951057	0	7.93742e-08	
0.951057	0	8.35998e-08	
0.587785	0	1.39955e-07	
3.92145e-15	0	1.7598e-07	
0.587785	0	5.21586e-08	
0.951057	0	5.92371e-08	
0.951057	0	1.40184e-07	
0.587785	0	5.28611e-08	
6.85915e-15	0	9.79211e-08	
0.587785	0	1.30831e-07	
0.951057	0	4.44876e-08	
0.951057	0	2.10728e-07	
0.587785	0	4.52866e-08	
3.4289e-15	0	7.115e-07	
0.587785	0	6.18994e-08	
0.951057	0	4.18114e-07	
0.951057	0	1.30908e-07	
0.587785	0	1.27751e-07	
1.35525e-18	0	5.68371e-08	
0.587785	0	1.12192e-07	
0.951057	0	2.46086e-07	
0.951057	0	1.53444e-07	
0.587785	0	6.66056e-08	
1.07792e-14	0	7.71874e-08	
0.587785	0	2.42369e-06	
0.951057	0	1.3255e-07	
0.951057	0	1.5168e-08	
0.587785	0	1.28313e-07	
7.34899e-15	0	2.29002e-07	
0.587785	0	1.3717e-08	
0.951057	0	1.31429e-07	
0.951057	0	2.37339e-07	
0.587785	0	1.12333e-07	
3.91874e-15	0	2.21798e-07	
0.587785	0	5.76694e-07	
0.951057	0	7.95345e-08	
0.951057	0	1.00611e-07	
0.587785	0	4.3443e-08	
4.88487e-16	0	5.52628e-07	
0.587785	0	3.46642e-07	
0.951057	0	6.31596e-08	
0.951057	0	2.61704e-07	
0.587785	0	1.50826e-07	
2.94177e-15	0	8.99748e-08	
0.587785	0	9.62113e-08	
0.951057	0	8.61592e-08	
0.951057	0	2.65984e-07	
0.587785	0	5.24839e-08	
7.83884e-15	0	2.92254e-07	
0.587785	0	6.13798e-07	
0.951057	0	5.13125e-07	
0.951057	0	8.81124e-07	
0.587785	0	7.20432e-07	
4.40858e-15	0	1.0583e-07	
0.587785	0	9.54362e-08	
0.951057	0	7.16123e-08	
0.951057	0	1.11502e-07	
0.587785	0	1.01909e-06	
9.7833e-16	0	1.3377e-07	
0.587785	0	1.28256e-07	
0.951057	0	2.18145e-07	
0.951057	0	8.24022e-07	
0.587785	0	1.40966e-07	
1.17589e-14	0	9.56732e-08	
0.587785	0	8.35461e-09	
0.951057	0	8.21214e-08	
0.951057	0	2.14997e-07	
0.587785	0	1.02918e-07	
8.32868e-15	0	1.53467e-07	
0.587785	0	3.70435e-07	
0.951057	0	1.2557e-07	
0.951057	0	8.60298e-08	
0.587785	0	1.25494e-06	
4.89843e-15	0	1.50272e-07	
0.587785	0	1.51233e-07	
0.951057	0	2.74546e-07	
0.951057	0	6.76713e-08	
0.587785	0	1.73796e-07	
1.5679e-14	0	3.16242e-07	
0.587785	0	1.60297e-07	
0.951057	0	7.47879e-07	
0.951057	0	1.77317e-07	
0.587785	0	4.6947e-08	
1.96208e-15	0	6.00204e-07	
